country_code,product_code,P
A041,0002,0.0
A042,0002,0.0
A043,0002,0.0
A044,0002,0.0
A045,0002,0.0
A046,0002,0.0
A047,0002,0.0
A048,0002,0.0
A049,0002,0.0
A050,0002,0.0
A051,0002,0.0
A052,0002,0.0
A053,0002,0.0
A054,0002,0.0
A055,0002,0.0
A056,0002,0.0
A057,0002,0.0
A058,0002,0.0
A059,0002,0.0
A060,0002,0.0
A061,0002,0.0
A062,0002,0.0
A063,0002,0.0
A064,0002,0.0
A065,0002,0.0
A066,0002,0.0
A067,0002,0.0
A068,0002,0.0
A069,0002,0.0
A070,0002,0.0
A071,0002,0.0
A072,0002,0.0
A073,0002,0.0
A074,0002,0.0
A075,0002,0.0
B001,0002,0.0
B002,0002,0.0
B003,0002,0.0
B004,0002,0.0
B005,0002,0.0
B006,0002,0.0
B007,0002,0.0
B008,0002,0.0
B009,0002,0.0
B010,0002,0.0
B011,0002,0.0
B012,0002,0.0
B013,0002,0.0
B014,0002,0.0
B015,0002,0.0
B016,0002,0.0
B017,0002,0.0
B018,0002,0.0
B019,0002,0.0
B020,0002,0.0
B021,0002,0.0
B022,0002,0.0
B023,0002,0.0
B024,0002,0.0
B025,0002,0.0
B026,0002,0.0
B027,0002,0.0
B028,0002,0.0
B029,0002,0.0
B030,0002,0.0
B031,0002,0.0
B032,0002,0.0
B033,0002,0.0
B034,0002,0.0
B035,0002,0.0
B036,0002,0.0
B037,0002,0.0
B038,0002,0.0
B039,0002,0.0
B040,0002,0.0
B041,0002,0.0
B042,0002,0.0
B043,0002,0.0
B044,0002,0.0
B045,0002,0.0
B046,0002,0.0
B047,0002,0.0
B048,0002,0.0
B049,0002,0.0
B050,0002,0.0
B051,0002,0.0
B052,0002,0.0
B053,0002,0.0
B054,0002,0.0
B055,0002,0.0
B056,0002,0.0
B057,0002,0.0
B058,0002,0.0
B059,0002,0.0
B060,0002,0.0
B061,0002,0.0
B062,0002,0.0
B063,0002,0.0
B064,0002,0.0
B065,0002,0.0
B066,0002,0.0
B067,0002,0.0
B068,0002,0.0
B069,0002,0.0
B070,0002,0.0
B071,0002,0.0
B072,0002,0.0
B073,0002,0.0
B074,0002,0.0
B075,0002,0.0
A001,0003,1.0
A002,0003,1.0
A003,0003,1.0
A004,0003,1.0
A005,0003,0.0
A006,0003,1.0
A007,0003,1.0
A008,0003,0.0
A009,0003,0.0
A010,0003,0.0
A011,0003,0.0
A012,0003,0.0
A013,0003,0.0
A014,0003,0.0
A015,0003,0.0
A016,0003,0.0
A017,0003,0.0
A018,0003,0.0
A019,0003,0.0
A020,0003,0.0
A021,0003,0.0
A022,0003,0.0
A023,0003,0.0
A024,0003,0.0
A025,0003,0.0
A026,0003,0.0
A027,0003,0.0
A028,0003,0.0
A029,0003,0.0
A030,0003,0.0
A031,0003,0.0
A032,0003,0.0
A033,0003,0.0
A034,0003,0.0
A035,0003,0.0
A036,0003,0.0
A037,0003,0.0
A038,0003,0.0
A039,0003,0.0
A040,0003,0.0
A041,0003,0.0
A042,0003,0.0
A043,0003,0.0
A044,0003,0.0
A045,0003,0.0
A046,0003,0.0
A047,0003,0.0
A048,0003,0.0
A049,0003,0.0
A050,0003,0.0
A051,0003,0.0
A052,0003,0.0
A053,0003,0.0
A054,0003,0.0
A055,0003,0.0
A056,0003,0.0
A057,0003,0.0
A058,0003,0.0
A059,0003,0.0
A060,0003,0.0
A061,0003,0.0
A062,0003,0.0
A063,0003,0.0
A064,0003,0.0
A065,0003,0.0
A066,0003,0.0
A067,0003,0.0
A068,0003,0.0
A069,0003,0.0
A070,0003,0.0
A071,0003,0.0
A072,0003,0.0
A073,0003,0.0
A074,0003,0.0
A075,0003,0.0
B001,0003,0.0
B002,0003,0.0
B003,0003,0.0
B004,0003,0.0
B005,0003,0.0
B006,0003,0.0
B007,0003,0.0
B008,0003,0.0
B009,0003,0.0
B010,0003,0.0
B011,0003,0.0
B012,0003,0.0
B013,0003,0.0
B014,0003,0.0
B015,0003,0.0
B016,0003,0.0
B017,0003,0.0
B018,0003,0.0
B019,0003,0.0
B020,0003,0.0
B021,0003,0.0
B022,0003,0.0
B023,0003,0.0
B024,0003,0.0
B025,0003,0.0
B026,0003,0.0
B027,0003,0.0
B028,0003,0.0
B029,0003,0.0
B030,0003,0.0
B031,0003,0.0
B032,0003,0.0
B033,0003,0.0
B034,0003,0.0
B035,0003,0.0
B036,0003,0.0
B037,0003,0.0
B038,0003,0.0
B039,0003,0.0
B040,0003,0.0
B041,0003,0.0
B042,0003,0.0
B043,0003,0.0
B044,0003,0.0
B045,0003,0.0
B046,0003,0.0
B047,0003,0.0
B048,0003,0.0
B049,0003,0.0
B050,0003,0.0
B051,0003,0.0
B052,0003,0.0
B053,0003,0.0
B054,0003,0.0
B055,0003,0.0
B056,0003,0.0
B057,0003,0.0
B058,0003,0.0
B059,0003,0.0
B060,0003,0.0
B061,0003,0.0
B062,0003,0.0
B063,0003,0.0
B064,0003,0.0
B065,0003,0.0
B066,0003,0.0
B067,0003,0.0
B068,0003,0.0
B069,0003,0.0
B070,0003,0.0
B071,0003,0.0
B072,0003,0.0
B073,0003,0.0
B074,0003,0.0
B075,0003,0.0
A001,0004,1.0
A002,0004,1.0
A003,0004,0.0
A004,0004,1.0
A005,0004,0.0
A006,0004,0.0
A007,0004,0.0
A008,0004,1.0
A009,0004,0.0
A010,0004,0.0
A011,0004,0.0
A012,0004,0.0
A013,0004,0.0
A014,0004,0.0
A015,0004,0.0
A016,0004,0.0
A017,0004,0.0
A018,0004,0.0
A019,0004,0.0
A020,0004,0.0
A021,0004,0.0
A022,0004,0.0
A023,0004,0.0
A024,0004,0.0
A025,0004,0.0
A026,0004,0.0
A027,0004,0.0
A028,0004,0.0
A029,0004,0.0
A030,0004,0.0
A031,0004,0.0
A032,0004,0.0
A033,0004,0.0
A034,0004,0.0
A035,0004,0.0
A036,0004,0.0
A037,0004,0.0
A038,0004,0.0
A039,0004,0.0
A040,0004,0.0
A041,0004,0.0
A042,0004,0.0
A043,0004,0.0
A044,0004,0.0
A045,0004,0.0
A046,0004,0.0
A047,0004,0.0
A048,0004,0.0
A049,0004,0.0
A050,0004,0.0
A051,0004,0.0
A052,0004,0.0
A053,0004,0.0
A054,0004,0.0
A055,0004,0.0
A056,0004,0.0
A057,0004,0.0
A058,0004,0.0
A059,0004,0.0
A060,0004,0.0
A061,0004,0.0
A062,0004,0.0
A063,0004,0.0
A064,0004,0.0
A065,0004,0.0
A066,0004,0.0
A067,0004,0.0
A068,0004,0.0
A069,0004,0.0
A070,0004,0.0
A071,0004,0.0
A072,0004,0.0
A073,0004,0.0
A074,0004,0.0
A075,0004,0.0
B001,0004,0.0
B002,0004,0.0
B003,0004,0.0
B004,0004,0.0
B005,0004,0.0
B006,0004,0.0
B007,0004,0.0
B008,0004,0.0
B009,0004,0.0
B010,0004,0.0
B011,0004,0.0
B012,0004,0.0
B013,0004,0.0
B014,0004,0.0
B015,0004,0.0
B016,0004,0.0
B017,0004,0.0
B018,0004,0.0
B019,0004,0.0
B020,0004,0.0
B021,0004,0.0
B022,0004,0.0
B023,0004,0.0
B024,0004,0.0
B025,0004,0.0
B026,0004,0.0
B027,0004,0.0
B028,0004,0.0
B029,0004,0.0
B030,0004,0.0
B031,0004,0.0
B032,0004,0.0
B033,0004,0.0
B034,0004,0.0
B035,0004,0.0
B036,0004,0.0
B037,0004,0.0
B038,0004,0.0
B039,0004,0.0
B040,0004,0.0
B041,0004,0.0
B042,0004,0.0
B043,0004,0.0
B044,0004,0.0
B045,0004,0.0
B046,0004,0.0
B047,0004,0.0
B048,0004,0.0
B049,0004,0.0
B050,0004,0.0
B051,0004,0.0
B052,0004,0.0
B053,0004,0.0
B054,0004,0.0
B055,0004,0.0
B056,0004,0.0
B057,0004,0.0
B058,0004,0.0
B059,0004,0.0
B060,0004,0.0
B061,0004,0.0
B062,0004,0.0
B063,0004,0.0
B064,0004,0.0
B065,0004,0.0
B066,0004,0.0
B067,0004,0.0
B068,0004,0.0
B069,0004,0.0
B070,0004,0.0
B071,0004,0.0
B072,0004,0.0
B073,0004,0.0
B074,0004,0.0
B075,0004,0.0
A001,0005,1.0
A002,0005,0.0
A003,0005,0.0
A004,0005,0.0
A005,0005,0.0
A006,0005,0.0
A007,0005,0.0
A008,0005,0.0
A009,0005,0.0
A010,0005,0.0
A011,0005,0.0
A012,0005,0.0
A013,0005,0.0
A014,0005,0.0
A015,0005,0.0
A016,0005,0.0
A017,0005,0.0
A018,0005,0.0
A019,0005,0.0
A020,0005,0.0
A021,0005,0.0
A022,0005,0.0
A023,0005,0.0
A024,0005,0.0
A025,0005,0.0
A026,0005,0.0
A027,0005,0.0
A028,0005,0.0
A029,0005,0.0
A030,0005,0.0
A031,0005,0.0
A032,0005,0.0
A033,0005,0.0
A034,0005,0.0
A035,0005,0.0
A036,0005,0.0
A037,0005,0.0
A038,0005,0.0
A039,0005,0.0
A040,0005,0.0
A041,0005,0.0
A042,0005,0.0
A043,0005,0.0
A044,0005,0.0
A045,0005,0.0
A046,0005,0.0
A047,0005,0.0
A048,0005,0.0
A049,0005,0.0
A050,0005,0.0
A051,0005,0.0
A052,0005,0.0
A053,0005,0.0
A054,0005,0.0
A055,0005,0.0
A056,0005,0.0
A057,0005,0.0
A058,0005,0.0
A059,0005,0.0
A060,0005,0.0
A061,0005,0.0
A062,0005,0.0
A063,0005,0.0
A064,0005,0.0
A065,0005,0.0
A066,0005,0.0
A067,0005,0.0
A068,0005,0.0
A069,0005,0.0
A070,0005,0.0
A071,0005,0.0
A072,0005,0.0
A073,0005,0.0
A074,0005,0.0
A075,0005,0.0
B001,0005,0.0
B002,0005,0.0
B003,0005,0.0
B004,0005,0.0
B005,0005,0.0
B006,0005,0.0
B007,0005,0.0
B008,0005,0.0
B009,0005,0.0
B010,0005,0.0
B011,0005,0.0
B012,0005,0.0
B013,0005,0.0
B014,0005,0.0
B015,0005,0.0
B016,0005,0.0
B017,0005,0.0
B018,0005,0.0
B019,0005,0.0
B020,0005,0.0
B021,0005,0.0
B022,0005,0.0
B023,0005,0.0
B024,0005,0.0
B025,0005,0.0
B026,0005,0.0
B027,0005,0.0
B028,0005,0.0
B029,0005,0.0
B030,0005,0.0
B031,0005,0.0
B032,0005,0.0
B033,0005,0.0
B034,0005,0.0
B035,0005,0.0
B036,0005,0.0
B037,0005,0.0
B038,0005,0.0
B039,0005,0.0
B040,0005,0.0
B041,0005,0.0
B042,0005,0.0
B043,0005,0.0
B044,0005,0.0
B045,0005,0.0
B046,0005,0.0
B047,0005,0.0
B048,0005,0.0
B049,0005,0.0
B050,0005,0.0
B051,0005,0.0
B052,0005,0.0
B053,0005,0.0
B054,0005,0.0
B055,0005,0.0
B056,0005,0.0
B057,0005,0.0
B058,0005,0.0
B059,0005,0.0
B060,0005,0.0
B061,0005,0.0
B062,0005,0.0
B063,0005,0.0
B064,0005,0.0
B065,0005,0.0
B066,0005,0.0
B067,0005,0.0
B068,0005,0.0
B069,0005,0.0
B070,0005,0.0
B071,0005,0.0
B072,0005,0.0
B073,0005,0.0
B074,0005,0.0
B075,0005,0.0
A001,0006,1.0
A002,0006,1.0
A003,0006,1.0
A004,0006,0.0
A005,0006,1.0
A006,0006,1.0
A007,0006,0.0
A008,0006,1.0
A009,0006,0.0
A010,0006,0.0
A011,0006,0.0
A012,0006,0.0
A013,0006,0.0
A014,0006,0.0
A015,0006,0.0
A016,0006,0.0
A017,0006,0.0
A018,0006,0.0
A019,0006,0.0
A020,0006,0.0
A021,0006,0.0
A022,0006,0.0
A023,0006,0.0
A024,0006,0.0
A025,0006,0.0
A026,0006,0.0
A027,0006,0.0
A028,0006,0.0
A029,0006,0.0
A030,0006,0.0
A031,0006,0.0
A032,0006,0.0
A033,0006,0.0
A034,0006,0.0
A035,0006,0.0
A036,0006,0.0
A037,0006,0.0
A038,0006,0.0
A039,0006,0.0
A040,0006,0.0
A041,0006,0.0
A042,0006,0.0
A043,0006,0.0
A044,0006,0.0
A045,0006,0.0
A046,0006,0.0
A047,0006,0.0
A048,0006,0.0
A049,0006,0.0
A050,0006,0.0
A051,0006,0.0
A052,0006,0.0
A053,0006,0.0
A054,0006,0.0
A055,0006,0.0
A056,0006,0.0
A057,0006,0.0
A058,0006,0.0
A059,0006,0.0
A060,0006,0.0
A061,0006,0.0
A062,0006,0.0
A063,0006,0.0
A064,0006,0.0
A065,0006,0.0
A066,0006,0.0
A067,0006,0.0
A068,0006,0.0
A069,0006,0.0
A070,0006,0.0
A071,0006,0.0
A072,0006,0.0
A073,0006,0.0
A074,0006,0.0
A075,0006,0.0
B001,0006,0.0
B002,0006,0.0
B003,0006,0.0
B004,0006,0.0
B005,0006,0.0
B006,0006,0.0
B007,0006,0.0
B008,0006,0.0
B009,0006,0.0
B010,0006,0.0
B011,0006,0.0
B012,0006,0.0
B013,0006,0.0
B014,0006,0.0
B015,0006,0.0
B016,0006,0.0
B017,0006,0.0
B018,0006,0.0
B019,0006,0.0
B020,0006,0.0
B021,0006,0.0
B022,0006,0.0
B023,0006,0.0
B024,0006,0.0
B025,0006,0.0
B026,0006,0.0
B027,0006,0.0
B028,0006,0.0
B029,0006,0.0
B030,0006,0.0
B031,0006,0.0
B032,0006,0.0
B033,0006,0.0
B034,0006,0.0
B035,0006,0.0
B036,0006,0.0
B037,0006,0.0
B038,0006,0.0
B039,0006,0.0
B040,0006,0.0
B041,0006,0.0
B042,0006,0.0
B043,0006,0.0
B044,0006,0.0
B045,0006,0.0
B046,0006,0.0
B047,0006,0.0
B048,0006,0.0
B049,0006,0.0
B050,0006,0.0
B051,0006,0.0
B052,0006,0.0
B053,0006,0.0
B054,0006,0.0
B055,0006,0.0
B056,0006,0.0
B057,0006,0.0
B058,0006,0.0
B059,0006,0.0
B060,0006,0.0
B061,0006,0.0
B062,0006,0.0
B063,0006,0.0
B064,0006,0.0
B065,0006,0.0
B066,0006,0.0
B067,0006,0.0
B068,0006,0.0
B069,0006,0.0
B070,0006,0.0
B071,0006,0.0
B072,0006,0.0
B073,0006,0.0
B074,0006,0.0
B075,0006,0.0
A001,0007,1.0
A002,0007,1.0
A003,0007,1.0
A004,0007,1.0
A005,0007,0.0
A006,0007,0.0
A007,0007,0.0
A008,0007,0.0
A009,0007,0.0
A010,0007,0.0
A011,0007,0.0
A012,0007,0.0
A013,0007,0.0
A014,0007,0.0
A015,0007,0.0
A016,0007,0.0
A017,0007,0.0
A018,0007,0.0
A019,0007,0.0
A020,0007,0.0
A021,0007,0.0
A022,0007,0.0
A023,0007,0.0
A024,0007,0.0
A025,0007,0.0
A026,0007,0.0
A027,0007,0.0
A028,0007,0.0
A029,0007,0.0
A030,0007,0.0
A031,0007,0.0
A032,0007,0.0
A033,0007,0.0
A034,0007,0.0
A035,0007,0.0
A036,0007,0.0
A037,0007,0.0
A038,0007,0.0
A039,0007,0.0
A040,0007,0.0
A041,0007,0.0
A042,0007,0.0
A043,0007,0.0
A044,0007,0.0
A045,0007,0.0
A046,0007,0.0
A047,0007,0.0
A048,0007,0.0
A049,0007,0.0
A050,0007,0.0
A051,0007,0.0
A052,0007,0.0
A053,0007,0.0
A054,0007,0.0
A055,0007,0.0
A056,0007,0.0
A057,0007,0.0
A058,0007,0.0
A059,0007,0.0
A060,0007,0.0
A061,0007,0.0
A062,0007,0.0
A063,0007,0.0
A064,0007,0.0
A065,0007,0.0
A066,0007,0.0
A067,0007,0.0
A068,0007,0.0
A069,0007,0.0
A070,0007,0.0
A071,0007,0.0
A072,0007,0.0
A073,0007,0.0
A074,0007,0.0
A075,0007,0.0
B001,0007,0.0
B002,0007,0.0
B003,0007,0.0
B004,0007,0.0
B005,0007,0.0
B006,0007,0.0
B007,0007,0.0
B008,0007,0.0
B009,0007,0.0
B010,0007,0.0
B011,0007,0.0
B012,0007,0.0
B013,0007,0.0
B014,0007,0.0
B015,0007,0.0
B016,0007,0.0
B017,0007,0.0
B018,0007,0.0
B019,0007,0.0
B020,0007,0.0
B021,0007,0.0
B022,0007,0.0
B023,0007,0.0
B024,0007,0.0
B025,0007,0.0
B026,0007,0.0
B027,0007,0.0
B028,0007,0.0
B029,0007,0.0
B030,0007,0.0
B031,0007,0.0
B032,0007,0.0
B033,0007,0.0
B034,0007,0.0
B035,0007,0.0
B036,0007,0.0
B037,0007,0.0
B038,0007,0.0
B039,0007,0.0
B040,0007,0.0
B041,0007,0.0
B042,0007,0.0
B043,0007,0.0
B044,0007,0.0
B045,0007,0.0
B046,0007,0.0
B047,0007,0.0
B048,0007,0.0
B049,0007,0.0
B050,0007,0.0
B051,0007,0.0
B052,0007,0.0
B053,0007,0.0
B054,0007,0.0
B055,0007,0.0
B056,0007,0.0
B057,0007,0.0
B058,0007,0.0
B059,0007,0.0
B060,0007,0.0
B061,0007,0.0
B062,0007,0.0
B063,0007,0.0
B064,0007,0.0
B065,0007,0.0
B066,0007,0.0
B067,0007,0.0
B068,0007,0.0
B069,0007,0.0
B070,0007,0.0
B071,0007,0.0
B072,0007,0.0
B073,0007,0.0
B074,0007,0.0
B075,0007,0.0
A001,0008,1.0
A002,0008,1.0
A003,0008,0.0
A004,0008,1.0
A005,0008,0.0
A006,0008,0.0
A007,0008,0.0
A008,0008,0.0
A009,0008,0.0
A010,0008,0.0
A011,0008,0.0
A012,0008,0.0
A013,0008,0.0
A014,0008,0.0
A015,0008,0.0
A016,0008,0.0
A017,0008,0.0
A018,0008,0.0
A019,0008,0.0
A020,0008,0.0
A021,0008,0.0
A022,0008,0.0
A023,0008,1.0
A024,0008,0.0
A025,0008,0.0
A026,0008,0.0
A027,0008,0.0
A028,0008,0.0
A029,0008,0.0
A030,0008,0.0
A031,0008,0.0
A032,0008,0.0
A033,0008,0.0
A034,0008,0.0
A035,0008,0.0
A036,0008,0.0
A037,0008,0.0
A038,0008,0.0
A039,0008,0.0
A040,0008,0.0
A041,0008,0.0
A042,0008,0.0
A043,0008,0.0
A044,0008,0.0
A045,0008,0.0
A046,0008,0.0
A047,0008,0.0
A048,0008,0.0
A049,0008,0.0
A050,0008,0.0
A051,0008,0.0
A052,0008,0.0
A053,0008,0.0
A054,0008,0.0
A055,0008,0.0
A056,0008,0.0
A057,0008,0.0
A058,0008,0.0
A059,0008,0.0
A060,0008,0.0
A061,0008,0.0
A062,0008,0.0
A063,0008,0.0
A064,0008,0.0
A065,0008,0.0
A066,0008,0.0
A067,0008,0.0
A068,0008,0.0
A069,0008,0.0
A070,0008,0.0
A071,0008,0.0
A072,0008,0.0
A073,0008,0.0
A074,0008,0.0
A075,0008,0.0
B001,0008,0.0
B002,0008,0.0
B003,0008,0.0
B004,0008,0.0
B005,0008,0.0
B006,0008,0.0
B007,0008,0.0
B008,0008,0.0
B009,0008,0.0
B010,0008,0.0
B011,0008,0.0
B012,0008,0.0
B013,0008,0.0
B014,0008,0.0
B015,0008,0.0
B016,0008,0.0
B017,0008,0.0
B018,0008,0.0
B019,0008,0.0
B020,0008,0.0
B021,0008,0.0
B022,0008,0.0
B023,0008,0.0
B024,0008,0.0
B025,0008,0.0
B026,0008,0.0
B027,0008,0.0
B028,0008,0.0
B029,0008,0.0
B030,0008,0.0
B031,0008,0.0
B032,0008,0.0
B033,0008,0.0
B034,0008,0.0
B035,0008,0.0
B036,0008,0.0
B037,0008,0.0
B038,0008,0.0
B039,0008,0.0
B040,0008,0.0
B041,0008,0.0
B042,0008,0.0
B043,0008,0.0
B044,0008,0.0
B045,0008,0.0
B046,0008,0.0
B047,0008,0.0
B048,0008,0.0
B049,0008,0.0
B050,0008,0.0
B051,0008,0.0
B052,0008,0.0
B053,0008,0.0
B054,0008,0.0
B055,0008,0.0
B056,0008,0.0
B057,0008,0.0
B058,0008,0.0
B059,0008,0.0
B060,0008,0.0
B061,0008,0.0
B062,0008,0.0
B063,0008,0.0
B064,0008,0.0
B065,0008,0.0
B066,0008,0.0
B067,0008,0.0
B068,0008,0.0
B069,0008,0.0
B070,0008,0.0
B071,0008,0.0
B072,0008,0.0
B073,0008,0.0
B074,0008,0.0
B075,0008,0.0
A001,0009,1.0
A002,0009,0.0
A003,0009,0.0
A004,0009,0.0
A005,0009,0.0
A006,0009,0.0
A007,0009,0.0
A008,0009,1.0
A009,0009,0.0
A010,0009,0.0
A011,0009,0.0
A012,0009,0.0
A013,0009,0.0
A014,0009,0.0
A015,0009,0.0
A016,0009,0.0
A017,0009,0.0
A018,0009,0.0
A019,0009,0.0
A020,0009,0.0
A021,0009,0.0
A022,0009,0.0
A023,0009,0.0
A024,0009,0.0
A025,0009,0.0
A026,0009,0.0
A027,0009,0.0
A028,0009,0.0
A029,0009,0.0
A030,0009,0.0
A031,0009,0.0
A032,0009,0.0
A033,0009,0.0
A034,0009,0.0
A035,0009,0.0
A036,0009,0.0
A037,0009,0.0
A038,0009,0.0
A039,0009,0.0
A040,0009,0.0
A041,0009,0.0
A042,0009,0.0
A043,0009,0.0
A044,0009,0.0
A045,0009,0.0
A046,0009,0.0
A047,0009,0.0
A048,0009,0.0
A049,0009,0.0
A050,0009,0.0
A051,0009,0.0
A052,0009,0.0
A053,0009,0.0
A054,0009,0.0
A055,0009,0.0
A056,0009,0.0
A057,0009,0.0
A058,0009,0.0
A059,0009,0.0
A060,0009,0.0
A061,0009,0.0
A062,0009,0.0
A063,0009,0.0
A064,0009,0.0
A065,0009,0.0
A066,0009,0.0
A067,0009,0.0
A068,0009,0.0
A069,0009,0.0
A070,0009,0.0
A071,0009,0.0
A072,0009,0.0
A073,0009,0.0
A074,0009,0.0
A075,0009,0.0
B001,0009,0.0
B002,0009,0.0
B003,0009,0.0
B004,0009,0.0
B005,0009,0.0
B006,0009,0.0
B007,0009,0.0
B008,0009,0.0
B009,0009,0.0
B010,0009,0.0
B011,0009,0.0
B012,0009,0.0
B013,0009,0.0
B014,0009,0.0
B015,0009,0.0
B016,0009,0.0
B017,0009,0.0
B018,0009,0.0
B019,0009,0.0
B020,0009,0.0
B021,0009,0.0
B022,0009,0.0
B023,0009,0.0
B024,0009,0.0
B025,0009,0.0
B026,0009,0.0
B027,0009,0.0
B028,0009,0.0
B029,0009,0.0
B030,0009,0.0
B031,0009,0.0
B032,0009,0.0
B033,0009,0.0
B034,0009,0.0
B035,0009,0.0
B036,0009,0.0
B037,0009,0.0
B038,0009,0.0
B039,0009,0.0
B040,0009,0.0
B041,0009,0.0
B042,0009,0.0
B043,0009,0.0
B044,0009,0.0
B045,0009,0.0
B046,0009,0.0
B047,0009,0.0
B048,0009,0.0
B049,0009,0.0
B050,0009,0.0
B051,0009,0.0
B052,0009,0.0
B053,0009,0.0
B054,0009,0.0
B055,0009,0.0
B056,0009,0.0
B057,0009,0.0
B058,0009,0.0
B059,0009,0.0
B060,0009,0.0
B061,0009,0.0
B062,0009,0.0
B063,0009,0.0
B064,0009,0.0
B065,0009,0.0
B066,0009,0.0
B067,0009,0.0
B068,0009,0.0
B069,0009,0.0
B070,0009,0.0
B071,0009,0.0
B072,0009,0.0
B073,0009,0.0
B074,0009,0.0
B075,0009,0.0
A001,0010,1.0
A002,0010,1.0
A003,0010,1.0
A004,0010,1.0
A005,0010,1.0
A006,0010,0.0
A007,0010,0.0
A008,0010,0.0
A009,0010,1.0
A010,0010,0.0
A011,0010,1.0
A012,0010,0.0
A013,0010,0.0
A014,0010,0.0
A015,0010,0.0
A016,0010,0.0
A017,0010,0.0
A018,0010,0.0
A019,0010,0.0
A020,0010,0.0
A021,0010,0.0
A022,0010,0.0
A023,0010,0.0
A024,0010,0.0
A025,0010,0.0
A026,0010,0.0
A027,0010,0.0
A028,0010,0.0
A029,0010,0.0
A030,0010,0.0
A031,0010,0.0
A032,0010,0.0
A033,0010,0.0
A034,0010,0.0
A035,0010,0.0
A036,0010,0.0
A037,0010,0.0
A038,0010,0.0
A039,0010,0.0
A040,0010,0.0
A041,0010,0.0
A042,0010,0.0
A043,0010,0.0
A044,0010,0.0
A045,0010,0.0
A046,0010,0.0
A047,0010,0.0
A048,0010,0.0
