exporter,year,population,eci,leftDistance2Origin_cp,leftDistance2Origin_ccp,leftSimDirection2MostComplex_cp,leftSimDirection2MostComplex_ccp,leftDistance2MostComplex_cp,leftDistance2MostComplex_ccp,leftEntropyCommunities_cp,leftEntropyCommunities_ccp,rightDistance2Origin_cp,rightDistance2Origin_ccp,rightSimDirection2MostComplex_cp,rightSimDirection2MostComplex_ccp,rightDistance2MostComplex_cp,rightDistance2MostComplex_ccp,rightEntropyCommunities_cp,rightEntropyCommunities_ccp,EntropyCommunities_ccp,EntropyCommunities_cp,GDPpcPPPconstant2011intUSD,GDPpcconst2010USD,incomeLevel,latitude,longitude,region,TotalExports,TotalImports
AGO,1972,7094834,-0.919081270694733,1.49099595144024,0,-0.0045182769869247,0,0.238993358720487,0.00786530392114525,0,0,0.978517114852114,0,-0.000683956314823221,0,0.607784846544781,0.770403737949376,0,0,4.40643615883517,13.4809003405712,,,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,516.841303419277,357.869407475906
AGO,1973,7277960,-0.859559595584869,1.2739199600106,0,-0.00802801507278453,0,0.234215192533638,0.00707214143457981,0,0,0.865864491130237,0,-0.000657683799247079,0,0.609605855026579,0.782826883363915,0,0,4.7021528732091,13.1757569640046,,,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,763.525321781914,510.263487231716
AGO,1974,7474338,-1.01761746406555,1.32324383554083,0,-0.00996817116947727,0,0.218482833035156,0.00850579038428352,0,0,0.742038768235745,0,-0.00567305562284797,0,0.602713571737707,0.788114321088876,0,0,4.98553821435134,12.7081252775926,,,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,1214.26469659729,610.399895778494
AGO,1975,7682479,-1.38747262954712,1.61123574195656,0,-0.00998592058796059,0,0.24491978975028,0.00760633251090996,0,0,0.970283370178356,0,-0.00616180928972363,0,0.600981248019229,0.740754916826443,0,0,4.70603029435165,12.7148427386673,,,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,863.421188794205,293.997162867508
AGO,1976,7900997,-1.75177490711212,1.67177212901482,0,-0.00982249864844319,0,0.246925108807825,0.00873625153783283,0,0,0.430997514888912,0,-0.00400861220365131,0,0.576649362002858,0.721582266471534,0,0,4.7534805733705,12.6283661805149,,,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,546.881467254791,211.165539045311
AGO,1977,8130988,-1.46595418453217,1.41878946194366,0,-0.00984471589317916,0,0.220750005070357,0.0124879370837484,0,0,0.328451915313176,0,-0.00408476931873529,0,0.57079153318873,0.732390854366324,0,0,4.78582266022291,12.7491836183229,,,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,440.893327138123,484.945304720879
AGO,1978,8376147,-2.1256320476532,2.42328792210396,0,-0.00580537756146798,0,0.31726345263551,0.339055950612713,0,0,0.306767088295167,0,-0.00248420544171761,0,0.58442367456825,0.914324314147393,0,0,4.99412833699583,13.6901856203429,,,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,495.673019016327,491.838431708061
AGO,1979,8641521,-1.74938857555389,1.98586193158803,0,-0.00782123914870215,0,0.286960615788332,0.247336917472153,0,0,0.336701991032319,0,0.000240482986506366,0,0.56925876630077,0.973426390931395,0,0,5.26582717662237,13.7673690438655,,,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,625.472071999596,741.371913710648
AGO,1980,8929900,-2.50764131546021,2.50898678187455,0,-0.00759735294786401,0,0.316821917919471,0.287098895589333,0,0,0.247104404366027,0,-0.00144598097960416,0,0.584712712481356,0.960058932239856,0,0,5.21775438636435,13.596150643831,,,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,1389.82045100156,1124.31803126615
AGO,1981,9244507,-1.99400126934052,2.10722321344567,0,-0.00660391318164837,0,0.27210043795631,0.260089925452254,0,0,0.181359213602237,0,0.000226587821731589,0,0.600282361440927,0.908094901074725,0,0,4.83416145781534,13.6316358799897,,,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,1627.26916698944,1354.47167269565
AGO,1982,9582156,-2.19626951217651,2.14631689035648,0,-0.00832158608769514,0,0.294144805935561,0.10676394911407,0,0,0.170081570631375,0,-0.00316331458633227,0,0.566794341991775,1.09663090768887,0,0,4.85022627504343,13.7973273963647,,,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,1435.188784,809.454825095642
AGO,1983,9931562,-2.15790987014771,3.28156246450588,0,-0.00389399079546287,0,0.372576142076233,0.0455276652199026,0,0,0.304925470515684,0,0.000169951058603891,0,0.555038835122893,0.921590660453667,0,0,4.83696507924963,13.9486191668218,,,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,1777.745882,669.956883020672
AGO,1984,10277321,-2.61284399032593,4.58774461417665,0,-0.00364127048350132,0,0.496030477912844,0.0668500084430351,0,0,0.529100798200005,0,0.00138580799029959,0,0.553776681325079,0.985455359784737,0,0,4.60386190959699,14.0138228527857,,,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,2030.73617700146,848.572380048569
AGO,1985,10609042,-2.58380317687988,4.94751386375492,0,-0.00384739582359119,0,0.539332041927439,0.0409683725816127,0,0,0.500420289643608,0,0.00151970872608733,0,0.538527399272798,0.967472622359848,0,0,4.59359210423276,14.1050886477897,,2574.0512428269,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,2115.75724300708,1203.83591127205
AGO,1986,10921037,-2.0886492729187,3.49309652766352,0,-0.00378105848389912,0,0.404633642270269,0.0409072625582508,0,0,0.214063602062552,0,-0.00133557433311325,0,0.545837498701037,1.02310703624943,0,0,4.23744865170748,14.2575047456342,,2570.5295059746,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,1450.05000500137,1027.48959325312
AGO,1987,11218268,-1.5783919095993,3.45061412088208,0,-0.00390060702117497,0,0.403244073105047,0.0561553959059827,0,0,0.304546458893447,0,-0.0012748654329598,0,0.528394003174164,0.961827911927515,0,0,4.07967398787884,14.1508540711576,,2700.1140305326,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,2158.652382,996.86580930526
AGO,1988,11513968,-1.7552102804184,3.07274559049923,0,-0.00443954613490734,0,0.376248014430628,0.0510325040981236,0,0,0.223422004188525,0,-0.00255142634043812,0,0.518477519451831,0.983011066534114,0,0,4.18271504064601,13.9281658040692,,2778.0932322753,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,2587.099696,1206.283023
AGO,1989,11827237,-1.6249692440033,3.55755156544403,0,-0.00442397857602868,0,0.424916250317077,0.0648578306938504,0,0,0.230536800618925,0,-0.00217563744621501,0,0.504116974473959,0.925450723187513,0,0,4.05642921317174,13.674546129852,,2715.3276872527,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,3022.329084,1309.715953
AGO,1990,12171441,-1.92335963249207,4.52975490033051,0,-0.0029805340647397,0,0.504238873464652,0.105741751576989,0,0,0.198202222680168,0,-0.00107842937676154,0,0.499783636442988,0.977359046245872,0,0,3.99134003967846,13.6095053664497,4394.3301412664,2630.623572963,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,3932.393724,1462.908972
AGO,1991,12553446,-1.78998029232025,3.62771403569806,0,-0.00393679657203681,0,0.429148739387131,0.309783467682452,0,0,0.141294629839485,0,-0.00195358118207948,0,0.511900304199955,1.03344405155131,0,0,3.92794285709009,13.4675693057226,4209.4820891399,2519.96606028,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,3125.892565,1639.177535
AGO,1992,12968345,-1.88537776470184,5.15701548131359,0,-0.00373953744317202,0,0.574663598799869,0.32463950097035,0,0,0.175192543127903,0,-0.00147989567826003,0,0.49081691245386,1.02026882768983,0,0,4.04859975091433,13.2660933746937,3793.6455401652,2271.0295004254,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,3611.9631,2261.299678
AGO,1993,13403734,-1.80579912662506,3.48405419179569,0,-0.00504416316951819,0,0.423426141605234,0.385943450310777,0,0,0.113088589488719,0,-0.00232206020318948,0,0.482663756004155,1.01179215632801,0,0,3.94761894940125,13.2790809366721,2763.8246214627,1654.5370891637,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,3138.436491,1207.298371
AGO,1994,13841301,-1.60709190368652,3.10725493335467,0,-0.0051704784442826,0,0.397014719564914,0.164159811610324,0,0,0.191712171049283,0,-0.00226454129467092,0,0.479772125181143,1.01988128223106,0,0,3.85016701422855,13.3667606654813,2770.1272442874,1658.3100938404,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,3028.749105,1228.201296
AGO,1995,14268994,-2.23700165748596,3.36383721330433,0,-0.00642056783906866,0,0.445462672440433,0.457443952047976,0,0,0.161335906914057,0,-0.00339573917251724,0,0.479707208879633,1.03628177383306,0,0,3.75545011660182,13.2753141292849,2966.554626295,1775.8994612464,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,3526.137295,1621.735756
AGO,1996,14682284,-2.43647599220276,4.46872679154589,0,-0.00414542250759261,0,0.516292093506683,0.615885422044623,0,0,0.199539828253864,0,-0.00125213893900782,0,0.47739737166811,1.02319872032617,0,0,3.79113963885714,13.0388962944783,3205.9509383833,1919.2117663338,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,4726.092327,1835.913039
AGO,1997,15088981,-1.84219515323639,3.04754221567324,0,-0.004918460848578,0,0.387036695925288,0.142536942498915,0,0,0.226510332210491,0,-0.00179899129491884,0,0.481949820310295,0.965861832118189,0,0,3.85128007090728,12.9551118232955,3365.9838304013,2015.0139215334,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,4467.955605,2181.332626
AGO,1998,15504318,-1.81312918663025,3.12756419983553,0,-0.00530962056909988,0,0.414105001616414,0.0119965608005202,0,0,0.215220722958032,0,-0.00255028173465132,0,0.474614117127581,0.710170863479828,0,0,,12.9055988496473,3498.7256324014,2094.4785275674,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,3636.514951,1943.985427
AGO,1999,15949766,-2.07160258293152,3.07796820011023,0,-0.00569867815661478,0,0.406967880323834,0.014440662353095,0,0,0.112517886574158,0,-0.00321156228568386,0,0.473895317887129,0.734377340749033,0,0,,12.8383318025942,3511.1985734218,2101.9453340243,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,4548.970575,1983.588123
AGO,2000,16440924,-2.16195273399353,2.71413634798481,0,-0.00637652254281207,0,0.375578271791936,0.0205694590377439,0,0,0.127884632935442,0,-0.00324619228643219,0,0.470820720353033,0.735695577943961,0,0,,12.6041060030553,3508.9051252698,2100.572383295,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,7769.795896,1933.473966
AGO,2001,16983266,-2.03748035430908,2.61920417344656,0,-0.00594074538266615,0,0.365433040170841,0.0171857502326188,0,0,0.121831769354591,0,-0.0027759579264376,0,0.468663746770405,0.709994894449714,0,0,4.20161142277029,12.6106516746574,3540.2320254984,2119.3259315174,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,6411.023329,3175.630882
AGO,2002,17572648,-1.65579843521118,2.4028783581195,0,-0.00546273452387466,0,0.3418417196936,0.0217676544758851,0,0,0.132107791315038,0,-0.00257136621648723,0,0.46590515978789,0.708378825393523,0,0,4.18589380577632,12.7981333450417,3184.0259457407,1906.0865798711,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,7546.046886,2900.547831
AGO,2003,18203368,-2.09155106544495,3.20152741559144,0,-0.00494069683249056,0,0.414277706535438,0.0227699842399333,0,0,0.0904758081611025,0,-0.00192229229513073,0,0.460602349324461,0.678056224852789,0,0,4.0841011009393,12.7367378474719,3234.9965792558,1936.5996605326,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,8853.534515,4330.855456
AGO,2004,18865716,-0.936891973018646,2.1511793902173,0,-0.0042099799014897,0,0.310967504400321,0.0161200326231159,0,0,0.124661562119042,0,-0.00103420125769981,0,0.460885686972647,0.671748658723872,0,0,,12.7779074905928,3461.0180835926,2071.9052652985,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,12128.327612,6561.40791
AGO,2005,19552542,-2.02736949920654,3.27151821613689,0,-0.00441858721589668,0,0.40692878585354,0.00718304001830325,0,0,0.106577428676603,0,-0.00108933707259548,0,0.453486415043549,0.675924775673586,0,0,4.60970718275408,12.6910367080438,3949.2728004776,2364.194266479,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,20982.646338,7588.440997
AGO,2006,20262400,-2.08777022361755,3.2761899319747,0,-0.00399550470860947,0,0.395016456671719,0.0109779965550945,0,0,0.112994438247609,0,-0.000535690318739838,0,0.456527167398053,0.714413571945419,0,0,4.51423457933589,12.688110018921,4601.1154879667,2754.4136365416,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,30444.105944,10318.445419
AGO,2007,20997688,-1.86790263652802,3.76698375562512,0,-0.00363760455923725,0,0.439233369609799,0.00803629954316361,0,0,0.32962996094918,0,0.000101618681349221,0,0.453598063873887,0.778402883504417,0,0,4.5178845774918,12.5959124550568,5443.1262151576,3258.4752788009,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,39634.822969,11764.614824
AGO,2008,21759420,-1.94604659080505,2.87596252521535,4.09782858557297,-0.00486535704605371,-0.00282949645821723,0.349358285318091,0.411219258651061,0,0,0.202279024056462,0.182213260470042,0.000588832363320061,-0.0027473871004992,0.46898013889827,0.791177983678152,0,0,4.95782637461584,12.5779471360019,5978.3348726785,3578.8728059932,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,64386.186167,19666.353126
AGO,2009,22549548,-2.09748339653015,2.74488339698318,0,-0.00533915094219023,0,0.355459606667812,0.00423837991654263,0,0,0.13186327535814,0,-0.000923263658363484,0,0.45939203618371,0.816112186440348,0,0,4.69604901592125,12.7799301149293,5908.0514270678,3536.7982956881,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,37960.279983,17368.498269
AGO,2010,23369132,-2.09361743927002,2.68775175439373,11.4626583783478,-0.00485989907624266,-0.000625744542758963,0.338052275670695,1.14654107438586,0,0,0.136220339498878,0.0521107519783709,-0.000104632005603595,-0.0042256207726,0.457236304795991,0.800032372469473,0,0,4.67017890804967,12.7636106640873,5895.1140879018,3529.0534817376,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,52025.486369,15319.979987
AGO,2011,24218564,-1.38579559326172,2.28747242821222,7.68427892399216,-0.00475968470767932,-0.00184482466620007,0.296911106702727,0.769706904452591,0,0,0.203932608155211,0.160014462682823,0.000650496018544944,-0.0043623934925821,0.446102823254857,0.812174863662834,0,0,4.59718519900047,12.8494688093268,5911.2543338732,3538.7156851135,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,62890.701449,18014.511685
AGO,2012,25096150,-1.37489020824432,2.17130611799064,3.19142009319181,-0.00422742933048175,-0.00518417468180639,0.281618770204371,0.322712345569666,0,0,0.230366500306379,0.245737356743183,0.00105339287743443,0.00011342298644014,0.461253521804311,0.762041488663272,0,0,,12.8205240972026,5998.6386009912,3591.0274381217,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,72814.546402,23088.880708
AGO,2013,25998340,-1.22556364536285,2.40672793994451,2.09045448446397,-0.00997698757863148,-0.00550135409158417,0.324858959173546,0.211562155223764,0,0,0.293581565772452,0.203582682134315,-0.00794386812513489,0.00353270429069063,0.476075280771573,0.77302057065054,0,0,,12.8056668212398,6185.0138291991,3702.5991801117,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,70624.8397,24425.249131
AGO,2014,26920466,-1.33335304260254,2.9538733231786,4.32600488894135,-0.00261259973563256,-0.00644757162437136,0.344289013848794,0.436604514855133,0,0,0.228135256034372,0.139202828713048,0.000810630436954429,0.00193096248128989,0.454063271589437,0.80510228810502,0,0,,12.9796135448493,6260.1326806697,3747.5683597363,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,62531.954897,28538.500582
AGO,2015,27859304,-1.4860657453537,3.01899519189693,0,-0.00996871694937383,0,0.413819015677381,0.00755503352707588,0,0,0.244869565758066,0,-0.00785867305367506,0,0.476147404256801,0.829826642057225,0,0,4.20017951425185,13.0599325837017,6231.067992064,3730.1690627948,Lower middle income,-8.81155,13.242,Sub-Saharan Africa,34491.935581,16404.765759
AGO,2016,29188052,-1.39916586875916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,26644.851234,10066.090426
ALB,1962,1711319,-0.180795982480049,0.955689445199122,0,-0.00799810078052688,0,0.188125993244438,0.0140574398912722,0,0,0.922736346104623,0,0.00108079252695079,0,0.541069301836263,1.06156226861861,0,0,4.2483263252441,14.9919313296504,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,2.59221100210571,8.65551100390625
ALB,1963,1762621,0.269752234220505,0.473980822496889,0,-0.0097662498364752,0,0.152878154938763,0.430652335072808,0,0,0.792611463306407,0,0.00199098639497475,0,0.541459652463247,1.01828525616543,0,0,4.06508778390854,14.9450671168436,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,3.99531802886963,7.8493070100174
ALB,1964,1814135,-0.352461636066437,1.11332165854309,0,-0.00913208610796867,0,0.207887977732788,0.293640140217277,0,0,0.952265855601954,0,-0.00521929726392482,0,0.644665434609657,0.96388400486645,0,0,3.91849087033754,15.0448964688278,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,5.64364312661743,14.5742660143051
ALB,1965,1864791,-0.275027364492416,0.941322611215679,0,-0.00951457565956158,0,0.190535556919696,0.0481098094540833,0,0,1.60101016447389,0,0.00087975681451245,0,0.550553901343264,1.03019174398519,0,0,4.06720791499825,,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,5.13889998484802,18.7774151352997
ALB,1966,1914573,-0.00467262184247375,0.688344181286065,0,-0.00999821312938461,0,0.163817321817552,0.00686102026736207,0,0,0.800194473295818,0,-0.00296478837047081,0,0.624587709106725,0.989071846105271,0,0,4.37855433938497,14.6482626521155,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,6.06805403605652,20.3702490779877
ALB,1967,1965598,0.249249905347824,0.5234031899084,0,-0.00965138872739725,0,0.15142756851804,0.00732669326781121,0,0,1.22363808848492,0,0.00195923404205503,0,0.516995394167625,0.895357712430853,0,0,4.20119478805126,14.3382793869246,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,7.27865603919983,16.6190570605354
ALB,1968,2022272,-0.0709979757666588,0.693942484376436,0,-0.00992345574902775,0,0.16402344428064,0.00571760133062667,0,0,0.638607563997798,0,-0.000439924991208177,0,0.569861066168303,0.893151230220519,0,0,3.99093985708897,,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,22.5732281923828,22.1583171420441
ALB,1969,2081695,-0.108563721179962,0.777076831499606,0,-0.00885965203120093,0,0.148126101448809,0.00677434142100622,0,0,0.836462663301572,0,0.00586178868762008,0,0.537690181200375,0.824335040318467,0,0,3.84471981498407,13.9169262359722,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,20.8480264381027,26.7201621273499
ALB,1970,2135479,-0.341560393571854,0.946332482324413,0,-0.0084359802388969,0,0.220693277552382,0.00847630546080429,0,0,0.592056335286986,0,-0.00302675426378293,0,0.61815527598121,0.790038087015677,0,0,3.78503873337201,13.7668799769515,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,29.6476261308594,23.8928901709518
ALB,1971,2187853,-0.22882641851902,0.882320651318596,0,-0.00944950151110951,0,0.199818477003836,0.00445320067011655,0,0,0.63121662727358,0,-0.000692993028815048,0,0.598472331617576,0.767178784716365,0,0,4.09095264209119,13.7025509842807,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,38.3938681349487,35.9558532016296
ALB,1972,2243126,0.0630329251289368,0.915600793448245,0,-0.00962438098308292,0,0.220716468346267,0.00786530392114525,0,0,1.08866786092842,0,-0.00426548307504996,0,0.647172438521622,0.770403737949376,0,0,4.40643615883517,13.4809003405712,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,18.808385086731,28.2604641794815
ALB,1973,2296752,-0.195708245038986,0.855656200500795,0,-0.00988642409420214,0,0.204284967486512,0.00707214143457981,0,0,0.958181728530767,0,-0.00501299386938879,0,0.651091427956048,0.782826883363915,0,0,4.7021528732091,13.1757569640046,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,47.211330813736,64.3932051425018
ALB,1974,2350124,0.133021846413612,0.462586903394749,0,-0.00997448027721938,0,0.132506601305301,0.00850579038428352,0,0,0.680913344673057,0,-0.00169752362170312,0,0.573012850741298,0.788114321088876,0,0,4.98553821435134,12.7081252775926,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,80.433781026886,86.4342948506394
ALB,1975,2404831,0.0811180323362351,0.510806235492439,0,-0.00992785712413062,0,0.134725290560791,0.00760633251090996,0,0,0.910288145893293,0,-0.00360147412010797,0,0.575400474986044,0.740754916826443,0,0,4.70603029435165,12.7148427386673,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,97.9055732995606,93.6379324744568
ALB,1976,2458526,-0.0964013859629631,0.565567208691696,0,-0.00998749510137656,0,0.13723113049741,0.00873625153783283,0,0,0.885495159429032,0,-0.0040144493106721,0,0.599081585548737,0.721582266471534,0,0,4.7534805733705,12.6283661805149,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,92.9973140626259,70.0095385434418
ALB,1977,2513546,0.0728719830513001,0.477014946144976,0,-0.009959821528317,0,0.127246271866804,0.0124879370837484,0,0,0.844171648589142,0,-0.00358154844718785,0,0.592090951412105,0.732390854366324,0,0,4.78582266022291,12.7491836183229,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,101.972946401413,82.1772948718147
ALB,1978,2566266,-0.175150811672211,0.970238974664903,0,-0.00903978170902973,0,0.199823446195453,0.339055950612713,0,0,1.0644525418771,0,-0.00405352440226453,0,0.626794340718952,0.914324314147393,0,0,4.99412833699583,13.6901856203429,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,91.8065620644836,96.2150531979828
ALB,1979,2617832,-0.219978481531143,0.738233024019028,0,-0.00959368985129071,0,0.175653254729865,0.247336917472153,0,0,1.18179636140942,0,-0.00431108342875957,0,0.629123452259186,0.973426390931395,0,0,5.26582717662237,13.7673690438655,,,Upper middle income,41.3317,19.8172,Europe & Central Asia,198.510852836975,135.876045317017
ALB,1980,2671997,0.339818567037582,0.363091899588982,0,-0.00901395793863498,0,0.114783303729223,0.287098895589333,0,0,0.936320563437452,0,-0.0022396506794379,0,0.608480035008089,0.960058932239856,0,0,5.21775438636435,13.596150643831,,2036.7037824048,Upper middle income,41.3317,19.8172,Europe & Central Asia,271.959321327881,211.208547404572
ALB,1981,2726056,-0.0507645681500435,0.604037770407073,0,-0.00968240694423754,0,0.141493973504447,0.260089925452254,0,0,1.02176285986198,0,-0.00448403720333893,0,0.652657160694215,0.908094901074725,0,0,4.83416145781534,13.6316358799897,,2111.0159453675,Upper middle income,41.3317,19.8172,Europe & Central Asia,285.059530705811,191.251257420227
ALB,1982,2784278,-0.165018692612648,0.754505116232304,0,-0.00922734202127241,0,0.162623552394806,0.10676394911407,0,0,0.968680935509185,0,-0.00417851673607074,0,0.608063276136865,1.09663090768887,0,0,4.85022627504343,13.7973273963647,,2127.8162561757,Upper middle income,41.3317,19.8172,Europe & Central Asia,262.185346081818,233.708671339111
ALB,1983,2843960,-0.0226015504449606,0.729579260164759,0,-0.00886169914548118,0,0.158361765485866,0.0455276652199026,0,0,1.05111096112705,0,-0.00346720241535698,0,0.599328054940387,0.921590660453667,0,0,4.83696507924963,13.9486191668218,,2106.1805742581,Upper middle income,41.3317,19.8172,Europe & Central Asia,213.615090899902,159.679241227173
ALB,1984,2904429,-0.0944859832525253,0.594678832952728,0,-0.00968807570137552,0,0.143270416694669,0.0668500084430351,0,0,0.874055062657372,0,-0.00337763433235513,0,0.593872654615878,0.985455359784737,0,0,4.60386190959699,14.0138228527857,,2036.5187106755,Upper middle income,41.3317,19.8172,Europe & Central Asia,205.671501108948,159.885485354248
